"entidad","municipio","clave_1","clave_2","razon_social","ubicacion","colonia","cp","telefono","correo","inicio_operaciones","magna","premium","diesel","latitude","longitude"
"MEXICO","TECAMAC","E10331",114451,"EXPENDEDORA ACOZAC, S.A DE C.V.","AV. SANCHEZ COLIN S/N","LOS REYES ACOZAC","55755","55 57746773","mlourdessr@yahoo.com.mx","40536","S","S","S",19.7760489,-98.9836619
"MEXICO","TECAMAC","E10455",114575,"SERVICIO IBIZA, S.A. DE C.V.","AV. SANTA CRUZ-OJO DE AGUA PARCELA NO.39","EX-EJIDO DE SAN FCO CUAUTLIQUIXCA","55770","59325008, 59325081","servicioibiza@yahoo.com.mx","40480","S","S","S",19.6587847,-99.0100355
"MEXICO","TECAMAC","E11229",115349,"SERVICIO TECAMAC SAN CIPRIANO, S.A. DE C.V.","AV. NACIONAL S/N","ESMERALDA","55765","59386580","ramiromaza@prodigy.net.mx,ifigueroa@grupogomasa.co","18-May-12","S","S","S",18.4749377,-97.4393033
"MEXICO","TECAMAC","E11991",116111,"OPERADORA DE COMBUSTIBLE XOLOX, S.A. DE C.V.","NUEVO MEXICO S/N","SAN LUCAS XOLOX","55757","5969241530","operadoracombustiblexolox@gmail.com","","S","S","S",19.7497444,-98.9511056
"MEXICO","TEJUPILCO","E00954",106573,"SERVICIO TEJUPILCO, SA DE CV","CARRET. TEJUPILCO-ZIHUATANEJO KM 3","JUAREZ","50000","01726 70692","954tejupilco@yahoo.com.mx","28-Aug-92","S","S","S",19.2455955,-99.09362
"MEXICO","TEMAMATLA","E05400",108800,"FUERTE APACHE, SA DE CV","CARRETERA CHALCO JUCHITEPEC KM. 15.600","Juchitepec","56860","5979771149","f_apache_@hotmail.com","28-Jun-99","S","S","S",19.099722,-98.879167
"MEXICO","TEMAMATLA","E08286",112406,"OTHON FELIPE CEJUDO ROMERO","CARRETERA TEMAMATLA-TENANGO DEL AIRE KM. 00","ZONA INDUSTRIAL TEMAMATLA","56650","","","30-Nov-06","S","S","S",19.6114148,-99.1500554
"MEXICO","TEMASCALAPA","E00717",107163,"MAYORGA MILLÁN LUIS","AV. 16 DE SEPTIEMBRE NO. 26",".","55990","","","31-Dec-97","S","N","S",19.279222,-99.1348519
"MEXICO","TEMASCALCINGO","E00955",106588,"JAIME IGNACIO VALDES GARDU%O","ALFREDO DEL MAZO S/N","S/D","50000","","","14-Sep-93","S","N","S",19.3099086,-99.633551
"MEXICO","TEMASCALCINGO","E06144",110249,"SERVICIO SANTA MARIA CANCHESDA, SA DE CV","LIBRAMIENTO ATA 5","S/D","50400","01 718 12 6-12-00","ssm6144@hotmail.com","13-Sep-01","S","S","S",19.924647,-100.0098138
"MEXICO","TEMASCALTEPEC","E02938",106610,"CARLOS RODRIGUEZ SEGURA","KM. 67 CARRETERA TOLUCA-TEMASCALTEPEC",".","00000","","","18-Oct-93","S","S","S",19.0451816,-100.0516884
"MEXICO","TEMOAYA","J01289",1400405,"""AUTOTRANSPORTES TEMOAYENSES"" S.A. DE C.V.","VALENTIN GOMEZ FARIAS S/N","ZONA CENTRO","50850","01-719-265-0221","atte701@prodigy.net.mx","24-Jun-05","N","N","S",25.6693361,-100.3051842
"MEXICO","TENANCINGO","E05593",109157,"BALADO NOVOA MARISOL","PASEO DE LOS INSURGENTES LOTES 12-13-14","FRACCIONAMIENTO SAN DIEGO","52400","","","12-Jan-00","S","S","S",19.3325517,-99.2685168
"MEXICO","TENANGO DEL VALLE","E06240",110360,"SERVITRIANGULO, SA DE CV","BLVD. NARCISO BASSOLS # 600","CENTRO","52140","01-7-2116826","direccion@operagas.com","16-Nov-01","S","S","S",18.987697,-99.5742927
"MEXICO","TENANGO DEL VALLE","E06601",110721,"FAMTE, S. A. DE C. V.","BLVD. NARCISO BASSOLS # 311","CENTRO","52300","717-144-31-31","famte66@yahoo.com.mx","28-Nov-02","S","S","N",18.987697,-99.5742927
"MEXICO","TENANGO DEL VALLE","E09477",113597,"SERVICIO TENANGO DEL VALLE S.A. DE C.V.","BOULEVARD NARCISO BASSOLS # 220","SAN MARTIN","52300","017171441657","serviciotenango@gmail.com","19-Jun-08","S","S","S",19.0163382,-99.5627947
"MEXICO","TEOLOYUCAN","E00270",108191,"OPERADORA TEOLOYUCAN, SA DE CV","AV. 5 DE MAYO S/N","Barrio Tepanquiahuac","54770","5529-19-25","teoloyucan@grupocyma.com.mx","7-Sep-95","S","S","S",19.7528616,-99.1894603
"MEXICO","TEOLOYUCAN","E06446",110566,"OPERADORA INTERGASOLINERAS,S.A. DE C.V.","AV. 5 DE MAYO NO. 34","BARRIO TEPANQUIAHUAC","54770","01 593 914 42 14","jc_7006@hotmail.com","14-Jun-02","S","S","S",19.7528616,-99.1894603
"MEXICO","TEOLOYUCAN","E08844",112964,"SERVICIO TEOLOYUCAN NUEVO SIGLO, S.A. DE C.V.","AV. ZUMPANGO S/N.","BARRIO DE SAN JUAN","54770","52033666","teoloyucan-vol@saigsa.com.mx","15-Nov-07","S","S","S",19.8037837,-99.0993053
"MEXICO","TEOLOYUCAN","E10960",115080,"INMOBILIARIA TERRODEM, S.A. DE C.V.","CARRETERA A TEOLOYUCAN-HUEHUETOCA MZ. 310 LT-02 Y 17","Barrio Santa Maria Caliacac","54770","015939143121   y 015","terrodem@hotmail.com  y  dmgmiguel@hotmail.com","3-Apr-12","S","S","S",19.7701925,-99.176062
"MEXICO","TEOLOYUCAN","E11721",115841,"SERVI BOULEVARD, S.A. DE C.V.","AUTOPISTA MEXICO-QUERETARO KM 48.00","","","5552928582","corporativo@gasosur.com.mx","16-Oct-13","S","S","S",19.5556038,-99.1849582
"MEXICO","TEOTIHUACAN","E11734",115854,"SERVICIO EL NOPAL, S.A. DE C.V.","CARRETERA MEXICO-TULANCINGO KM 25.30","","","01 595 95 42 855","leonardo.diaz@pinfra.com.mx","17-Jun-13","S","S","S",20.0390235,-98.3608179
"MEXICO","TEPETLAOXTOC","E09695",113815,"SERVICIO PANORAMICO S.A. DE C. V.","Carretera a Tepetlaoxtoc No. 80","El Calvario","56070","01(595)9231227","serviciopanoramico@yahoo.com.mx","29-Jun-09","S","S","S",19.5836284,-98.8441594
"MEXICO","TEPETLIXPA","E07506",111626,"GASOLINERA TEPETLIXPA S.A. DE C.V.","AV. 20 DE NOVIEMBRE # 1 ","CENTRO","56880","5979751055","gasolinera7506@gmail.com","18-May-04","S","S","S",20.5394024,-97.4456015
"MEXICO","TEPOTZOTLAN","E00253",108183,"SERVICIO ULTRAMODERNO, SA DE CV","AUTOPISTA MEXICO-QUERETARO KM 43.5","BARRIO DE TEXCACOA","54605","58-76-08-02","raorduna@prodigy.net.mx","23-Dec-92","S","S","S",19.711725,-99.2068668
"MEXICO","TEPOTZOTLAN","E03753",108131,"SERVICIO EXPRESS TEPOTZOTLAN, SA DE CV","Av. Insurgentes No. 44","Barrio Texcacoa","54605","(55)58763188, (55)58","es3753@prodigy.net.mx","34474","S","S","S",19.7005899,-99.2469323
"MEXICO","TEPOTZOTLAN","E04430",107785,"GRUPO Q.L., SA DE CV","AUTOPISTA QUERETARO-MEXICO KM 45.8 ","S/COLONIA","54600","58-76-21-74","grupoql@yahoo.com.mx","13-Feb-95","S","S","S",19.3909715,-98.9625088
"MEXICO","TEPOTZOTLAN","E04431",107784,"GASOLINERA TEOLOYUCAN, SA DE CV","AUTOPISTA QUERETARO-MEXICO KM 45.8 ","S/COLONIA","54600","01-55-8762174","teoloyucan@hotmail.com","7-Mar-96","S","S","S",19.3909715,-98.9625088
"MEXICO","TEPOTZOTLAN","E06776",110896,"SERVICIO TEPOTZOTLAN, S.A. DE C.V.","AV. INSURGENTES Y AV. DE LA INDUSTRIA S/N","PARQUE INDUSTRIAL DEL CONVENTO","54605","58 76 11 65","es6776@corpogas.com.mx,gerardo@corpogas.com.mx,fel","24-Jan-03","S","S","S",19.4933068,-99.1016569
"MEXICO","TEQUIXQUIAC","E05991",109951,"SERVICIO TX, SA DE CV","Av. 16 de Septiembre No. 100","CENRO","55650","01-59191-21067","serviciotx@prodigy.net.mx","15-May-01","S","S","S",18.1444309,-94.4173548
"MEXICO","TEQUIXQUIAC","E09882",114002,"ELIA HERNANDEZ GUTIERREZ","Av. 16 de Septiembre S/N","Barrio San Mateo ","55650","","","19-Oct-09","S","S","S",25.6639565,-100.3288035
"MEXICO","TEQUIXQUIAC","E10789",114909,"LEONARDO COLIN ROMERO","CARRETERA ZUMPANGO-APAXCO NO. 1 ESQ. CON CRUCERO CUEVAS","Ejido Santiago Tequixquiac","55650","","","14-Jun-11","S","S","S",19.9103281,-99.1477773
"MEXICO","TEXCALTITLAN","E03120",106581,"SERVICIO MABIAN, S.A. DE C.V.","ALVARO OBREGON #18","CENTRO","51670","01 716 2635071","serviciomabian@hotmail.com","8-Jul-94","S","S","S",19.4102403,-99.0967911
"MEXICO","TEXCOCO","E03064",107826,"JOSE LUIS CANTELI FUENTE","CARRETERA MEXICO-TEXCOCO KM. 36.5","San Bernardino","56238","","","2-Jun-93","S","S","S",19.5040248,-98.9100098
"MEXICO","TEXCOCO","E03454",107798,"GASOLINERA TOCUILA, S.A. DE C.V.","Carretera Texcoco-Ecatepec Tramo San Bernardino Km. 22.5","San Miguel Tocuila","56208","01-595-954-54-34","vigama60@hotmail.com","18-Oct-95","S","S","S",19.519964,-98.9053411
"MEXICO","TEXCOCO","E03599",107786,"ESTACION DE SERVICIO BUSTAMANTE, S.A. DE C.V.","CARRETERA MEXICO-VERACRUZ KM. 51 VIA TEXCOCO","Santa Ines","56240","595-92-30809","estacion3599@gmail.com","6-Sep-93","S","N","S",19.5112902,-98.8114707
"MEXICO","TEXCOCO","E04129",107822,"SERVICIO ORION, S.A. DE C.V.","BOULEVARD JIMENEZ CANTU NO. 6","Bosques de San Lorenzo","56190","015959550928","iris_nice@hotmail.com, serviciorion@gmail.com, mbc","6-Dec-94","S","S","S",19.5056005,-98.882461
"MEXICO","TEXCOCO","E05816",109591,"COMERCIALIZADORA ALEXA, SA DE CV","CARRETERA MEXICO-VERACRUZ KM 44.5","San Simon","56200","015959542855","calexatex@hotmail.com","11-Dec-00","S","S","S",19.5364007,-98.8707397
"MEXICO","TEXCOCO","E06002",109971,"GASOLINERA CORTIJO LA MORENA, S.A. DE C.V.","Prolongacion 16 de Septiembre S/N","San Pablo","56116","015959558386","gasolineracortijomorena@yahoo.com.mx","3-Jul-01","S","S","N",19.3438303,-99.1121991
"MEXICO","TEXCOCO","E06310",110430,"COMERCIAL ONASISS, SA DE CV","CARRETERA TEXCOCO-LECHERIA KM.7.5","SAN FRANCISCO ACUEXCOMAC","56300","017717190868","egarcia65@prodigy.net.mx","7-Feb-02","S","S","S",19.5635737,-98.9176355
"MEXICO","TEXCOCO","E08389",112509,"PRESTADORA DE SERVICIOS DESEO, S.A. DE C.V.","CARRETERA MEXICO-VERACRUZ KM.26+200","EJIDO SAN JOSE MECATILLO","56200","01 595 9557070","lauradiaz@grupo-omega.com","3-Mar-06","S","S","S",19.4102525,-98.1673677
"MEXICO","TEXCOCO","E08432",112552,"INMOBILIARIA DMG, S.A. DE C.V.","CARRETERA MEXICO-ZACATEPEC TRAMO LOS REYES TEXCOCO KM 15+700","Ejidos Montecillos","56230","015959236784 y  0159","gasdmg@hotmail.com  dmgmiguel@hotmail.com","11-Apr-06","S","S","N",19.4595189,-98.9052192
"MEXICO","TEXCOCO","E08487",112607,"SERVICIO FUGAS DE TEXCOCO, S.A. DE C.V.","EMILIANO ZAPATA NO. 300","Santa Ursula","56150","01(595)9554954","car.53@hotmail.com","21-Apr-06","S","S","S",19.2879641,-99.1857706
"MEXICO","TEXCOCO","E08822",112942,"DIESEL Y GASOLINA DE LA LAGUNA, S.A. DE C.V.","CARRETERA LOS REYES-LECHERIA KM. 19+500","La Concepcion ","56230","52555500","eheredia@migasolina.com.mx","24-Jan-07","S","S","S",19.4595189,-98.9052192
"MEXICO","TEXCOCO","E09236",113356,"GASINC S.A. DE C.V.","AUTOPISTA PENON-TEXCOCO KM. 12.247","Ejidos de San Felipe y Santa Cruz de Abajo","56234","2789-0200","leonardo.diaz@ovt.com.mx","24-Dec-07","S","S","S",18.0501987,-94.4018795
"MEXICO","TEXCOCO","E10908",115028,"GRUPO GASOLINERO DEL SUR, S.A. DE C.V.","Av. Hidalgo No. 102-A","San Sebastian","56170","14424410700","","16-Nov-11","S","S","S",19.4952273,-99.181126
"MEXICO","TEXCOCO","J01043",1400027,"COORDINADOS DE CORDOBA, S.A. DE C.V.","JUAREZ NORTE NO. 237","Centro","56100","0445554157476","fjmartinez@grupoado.com.mx","9-Apr-99","N","N","S",19.4348575,-99.1447642
"MEXICO","TEZOYUCA","E02581",108142,"GRUPO RAM-VAL, SA DE CV","CARRETERA TEPEXPAN-TEXCOCO KM 2 + 500","Tequisistlan","56020","5949571269y594957661","claudio_m_r_v@yahoo.com.mx","26-Aug-94","S","S","S",19.5932338,-98.9438542
"MEXICO","TEZOYUCA","E05564",109076,"GRUPO RAM-VAL, SA DE CV","CARRETERA LOS REYES-LECHERIA KM. 28.5","AMPLIACION TEZOYUCA","56000","01 594 9574187","ramval5564@hotmail.com","20-Sep-00","S","S","S",19.5948773,-98.9107373
"MEXICO","TEZOYUCA","E09356",113476,"SERVICIO PRONTO, S.A. DE C.V.","CARRETERA FEDERAL TEXCOCO-LECHERIA KM. 30.5","AMPLIACION TEZOYUCA","56000","52554150","a_llanosc_c@hotmail.com","9-May-08","S","S","S",19.5948773,-98.9107373
"MEXICO","TLALMANALCO","E00277",107980,"GASOLUB, S.A. DE C.V.","MORELOS NO. 10","Centro","56700","0181 83352774  Y  75","ofi_mon_terrey@hotmail.com","19-Aug-99","S","S","S",19.4138795,-99.0947743
"MEXICO","TLALMANALCO","E10636",114756,"CAPRIGO, S.A. DE C.V.","CARRETERA FEDERAL MEXICO-CUAUTLA KM. 47.5","MAGUEYAL II","56700","015979822800","servicio10636_caprigo@hotmail.com","10-Mar-11","S","S","S",19.0375445,-98.8075906
"MEXICO","TLALNEPANTLA DE BAZ","E00256",108162,"BEATRIZ EUGENIA QUESADA PEREZ","PRESIDENTE JUAREZ NO. 7","PUENTE DE VIGAS","54090","","","24-Apr-00","S","S","N",19.5376634,-99.1942667
"MEXICO","TLALNEPANTLA DE BAZ","E00282",108143,"SERVICIO SAN JAVIER, SA DE CV","AV. MARIO COLIN S/N ","SAN JAVIER ","54030","53901014","pcarbajal@prodigy.net.mx","9-Nov-94","S","S","S",19.539164,-99.2133097
"MEXICO","TLALNEPANTLA DE BAZ","E00283",108215,"MA. ELENA ABIGAIL VARGAS ROSALES","HIDALGO NO. 68","TLALNEPANTLA CENTRO","54000","","","8-Jun-94","S","S","N",19.5155849,-99.2179648
"MEXICO","TLALNEPANTLA DE BAZ","E00284",108229,"CORPORATIVO GASOLINERO JAE, S.A. DE C.V.","AV. HIDALGO NO.154","ROMANA","54030","55-65-01-38","juanantonioros1@hotmail.com","1-Jul-99","S","S","S",19.5748296,-99.1967583
"MEXICO","TLALNEPANTLA DE BAZ","E02501",108228,"SERVICIO GRAN VIA, S.A. DE C.V.","VIA GUSTAVO BAZ NO. 2222","San Lorenzo","54030","53901589","servgranvia2501@hotmail.com","24-Sep-92","S","S","S",19.0380562,-98.8137786
"MEXICO","TLALNEPANTLA DE BAZ","E02569",108160,"SERVICIO FAS, S.A.","VIA DR. GUSTAVO BAZ NO. 131","VIVEROS DE LA LOMA","54080","397-0722","fas-vol@saigsa.com.mx","30-Dec-99","S","S","N",19.475532,-99.2331005
"MEXICO","TLALNEPANTLA DE BAZ","E02836",107836,"SERVICIO SAN JUAN, S.A. DE C.V.","CARRETERA MEXICO-PACHUCA KM. 3.5","SAN JUAN IXHUATEPEC","54180","57141597 - 57143412","sanjuan@meigascorp.com","5-Dec-94","S","S","S",19.5232489,-99.0835288
"MEXICO","TLALNEPANTLA DE BAZ","E02891",108219,"OPERADORAS DE GASOLINERAS DEL CENTRO, S.A. DE C.V.","AUTOPISTA MEXICO-QUERETARO KM 26.5","TEQUISQUINAHUAC","54020","53100428","opgdelcentro@prodigy.net.mx","22-Sep-94","S","S","S",19.5305939,-99.2217169
"MEXICO","TLALNEPANTLA DE BAZ","E02921",108226,"IMPULSORA DE SERVICIOS AUTOMOTRICES, S. A.","AUTOPISTA MEXICO-QUERETARO MZ. 12-1 BIS","FRACCIONAMIENTO LAS MARGARITAS","54050","53-97-72-95","es2921@corpogas.com.mx, gerardo@corpogas.com.mx, f","18-Jan-95","S","S","N",19.5316684,-99.2221
"MEXICO","TLALNEPANTLA DE BAZ","E02965",107827,"OPERADORA SANTA CECILIA, S.A. DE C.V.","AV. SANTA CECILIA NO. 290","SANTA CECILIA","54310","53091444.66 55","operadorasantacecilia@prodigy.net.mx","15-Jan-96","S","S","S",25.7751991,-100.2369196
"MEXICO","TLALNEPANTLA DE BAZ","E03003",108220,"GASOLINERA LAS ARBOLEDAS, SA DE CV","PASEO DE LOS JINETES NO. 3","Las Arboledas","54020","53790181 y 53700650","arboledas@meigascorp.com","11-Jul-95","S","S","N",19.5569163,-99.2150974
"MEXICO","TLALNEPANTLA DE BAZ","E03176",107834,"SERVICIO CONDESA DE ZACATECAS, SA DE CV","AV. SANTA ROSA NO. 1","La Joya Iztacala","54160","5-388-5758 5392-6437","serviciocondesa@prodigy.net.mx","12-Jan-93","S","S","S",19.5221941,-99.1518376
"MEXICO","TLALNEPANTLA DE BAZ","E03207",108210,"SERVICIO DEL CANTABRICO, S.A. DE C.V.","GUSTAVO BAZ NO. 39","Xocoyahualco","54080","53931318   55654045","sanchez_antonio@hotmail.com  gabrielc01@hotmail.co","8-Dec-92","S","S","S",19.5103393,-99.2188136
"MEXICO","TLALNEPANTLA DE BAZ","E03456",108120,"SERVICIO PLAZA ROSA, S.A. DE C.V.","CARRETERA MEXICO-QUERETARO NO. 3005 ","Plaza de Las Rosas","54069","26 28 35 16","larosa@grupocyma.com.mx","5-Apr-00","S","S","N",19.5371792,-99.2151753
"MEXICO","TLALNEPANTLA DE BAZ","E03807",107833,"ALEJANDRO MARIO OCHOA FRAGOSO","OTILIO MONTANO NO. 2","San Juan Ixhuatepec","54180","","","28-Oct-93","S","S","S",19.5165781,-99.1011384
"MEXICO","TLALNEPANTLA DE BAZ","E03967",108190,"SERVICIO TOCOPARI, S.A. DE C.V.","Av. Jesus Reyes Heroles No. 32","VALLE CEYLAN","54150","10907243","infopemex@estacionesruta.com","19-Jul-93","S","S","N",19.5272167,-99.1797245
"MEXICO","TLALNEPANTLA DE BAZ","E05135",108489,"SERVICIO ALEXANDRE, SA DE CV","GALEANA NO. 19 ESQ. VIA GUSTAVO BAZ","LA LOMA","54060","53628714 / 53628715","servicioalexandre@yahoo.com.mx","18-Aug-98","S","S","S",19.5321318,-99.2058279
"MEXICO","TLALNEPANTLA DE BAZ","E05281",108621,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V.","BOULEVARD MANUEL AVILA CAMACHO NO. 3067","San Andres Atenco","54020","5262 38 00","vruiz@hidrosina.com.mx","13-Jan-99","S","S","N",19.3989765,-98.9736164
"MEXICO","TLALNEPANTLA DE BAZ","E05335",108715,"DESARROLLADORA DE SERVICIOS OMEGA, SA DE CV","AV. DEL TRABAJO NO. 62","San Pedro Barrientos","54010","0155 5317 1822","lauradiaz@grupo-omega.com","8-Apr-99","S","S","S",19.5820747,-99.1973713
"MEXICO","TLALNEPANTLA DE BAZ","E05508",108989,"OPERADORA DE ESTACIONES DE SERVICIO 20-20, S.A. DE C.V.","VIA GUSTAVO BAZ NO. 230","Tequesquinahuac","54020","52623800","controlesvolumetricos@hidrosina.com.mx","11-Feb-00","S","S","S",19.5291618,-99.1765934
"MEXICO","TLALNEPANTLA DE BAZ","E05509",108990,"DESECHOS BIOLOGICOS E INDUSTRIALES, S.A. DE C.V.","Av. San Nicolas No. 116","FRACCIONAMIENTO INDUSTRIAL SAN NICOLAS","54030","53-39-53-23","aramirez@debisa.com.mx","30-Nov-99","S","S","N",26.9073832,-101.4087654
"MEXICO","TLALNEPANTLA DE BAZ","E05557",109058,"GAS BARRIENTOS, S.A. DE C.V.","Camino Vecinal Minas No. 1","SAN PEDRO BARRIENTOS","54010","53116645","barrientos@grupocyma.com.mx","12-Jan-00","S","S","S",19.5820747,-99.1973713
"MEXICO","TLALNEPANTLA DE BAZ","E05676",109331,"SERVICIO TENAYUCA, SA DE CV","ACUEDUCTO TENAYUCA NO. 25","San Bartolo Tenayuca","54150","5392-9328","tenayuca@grupocyma.com.mx","14-Jul-00","S","S","S",19.518158,-99.1528302
"MEXICO","TLALNEPANTLA DE BAZ","E05849",109667,"SUPER SERVICIO TABLA HONDA, S.A. DE C.V.","AV. JESUS REYES HEROLES NO. 20","Tabla Honda","54120","22075715 / 22075695","superserviciostablahonda@prodigy.net.mx","22-Mar-01","S","S","S",19.5564435,-99.1851495
"MEXICO","TLALNEPANTLA DE BAZ","E05866",109693,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V.","AUTOPISTA MEXICO-QUERETARO NO. 1973","Valle de los Pinos","54040","5262 38 00","vruiz@hidrosina.com.mx","19-Dec-00","S","S","S",20.5434216,-100.4141759
"MEXICO","TLALNEPANTLA DE BAZ","E06041",110086,"CORPORACION GASOLINERA MILLENIUM, S.A. DE C.V.","CALZADA DE LAS ARMAS NO. 24","INDUSTRIAL LAS ARMAS","54080","52623827","controlesvolumetricos@hidrosina.com.mx","12-Jun-01","S","S","S",19.4723995,-99.2230394
"MEXICO","TLALNEPANTLA DE BAZ","E06097",110169,"ADMINISTRADORA DE ACTIVOS Y SERVICIOS, SA DE CV","MIGUEL HIDALGO NO. 39","San Lucas Tepetlacalco","54054","55-59-85-28","dimex@infosel.net.mx","2-Oct-01","S","S","N",19.5269846,-99.211114
"MEXICO","TLALNEPANTLA DE BAZ","E06168",110288,"SUPER SERVICIO DLT, SA DE CV","SOR JUANA INES DE LA CRUZ NO. 320","Centro Industrial","54040","11061280","rodolfo_garcia_m@grupobrago.com.mx","13-Sep-01","S","S","S",19.4469854,-99.166482
"MEXICO","TLALNEPANTLA DE BAZ","E06382",110502,"PRESTADORA DE SERVICIOS DESEO, S.A. DE C.V.","VIA GUSTAVO BAZ NO. 4873","San Pedro Barrientos","54010","015553111811","karinamorales@grupo-omega.com","26-Feb-02","S","S","S",19.5653755,-99.2027202
"MEXICO","TLALNEPANTLA DE BAZ","E06394",110514,"SERVICIO SEVILLA, SA DE CV","AV. GUSTAVO BAZ PRADA S/N","SAN PEDRO BARRIENTOS","54010","53-17-61-00","es6394@corpogas.com.mx,gerardo@corpogas.com.mx,fel","8-Mar-02","S","S","N",19.5820747,-99.1973713
"MEXICO","TLALNEPANTLA DE BAZ","E06420",110540,"PETROMAX, S.A. DE C.V.","VIA GUSTAVO BAZ NO. 2000 ESQ. FILIBERTO GOMEZ","Industrial Tlalnepantla","54030","81306856","itza.terrazas@petro-7.com.mx","3-Apr-02","S","S","S",19.5465885,-99.1968277
"MEXICO","TLALNEPANTLA DE BAZ","E06770",110890,"SERVICIO GASOLINERO LA LOMA, S.A. DE C.V.","Av. Presidente Juarez No. 27","LOS REYES ZONA INDUSTRIAL","54109","5390-8645","agllaloma@prodigy.net.mx","10-Jan-03","S","S","S",19.5372752,-99.1943166
"MEXICO","TLALNEPANTLA DE BAZ","E06813",110933,"ESTACION DE CARGA VIA LACTEA, S.A. DE C.V.","GUSTAVO BAZ NO. 4883","San Pedro Barrientos","11010","5262 38 00","vruiz@hidrosina.com.mx","19-Mar-03","S","S","S",19.5700566,-99.1896269
"MEXICO","TLALNEPANTLA DE BAZ","E07894",112014,"INMOBILIARIA SORGAR S.A. DE C.V.","ACATITLAN NO.22","Santa Cecilia","54130","52021347","","9-Dec-04","S","S","N",19.5552885,-99.1786217
"MEXICO","TLALNEPANTLA DE BAZ","E07912",112032,"CONSORCIO GASOLINERO PLUS S.A. DE C.V.","Av. de los Maestros No. 47","San Andres Atenco","54040","5262-3827","controlesvolumetricos@hidrosina.com.mx","12-Jan-05","S","S","S",19.5393111,-99.2217267
"MEXICO","TLALNEPANTLA DE BAZ","E08080",112200,"SERVICIO GASOLINERO GAL S.A. DE C.V.","AV. MEXICO-PACHUCA NO.4","San Juan Ixhuatepec","54180","57 69 59 13","gasolineragal@prodigy.net.mx","8-Apr-05","S","S","S",19.5232489,-99.0835288
"MEXICO","TLALNEPANTLA DE BAZ","E08548",112668,"SERVICIO COVADONGA S.A. DE C.V.","AV. MORELOS NO.32","XOCOYAHUALCO","54080","55726965","jacolsa@hotmail.com,spetreyo@hotmail.com","15-Feb-07","S","S","N",19.5077372,-99.2177639
"MEXICO","TLALNEPANTLA DE BAZ","E08843",112963,"DIECEL GASOLINAS, S.A. DE C.V.","Iguala No. 1","San Lucas Patoni","54100","5389-2790/ 5389-2698","diecelgasolinas@hotmail.com","23-Feb-07","S","S","N",19.5427934,-99.135065
"MEXICO","TLALNEPANTLA DE BAZ","E09225",113345,"TRANSTUR HOFRA S.A. DE C.V.","AV. SAN JOSE NO. 13-B","San Juan Ixhuatepec","54180","57468475","mochoa@atosa.com.mx","8-May-08","S","S","S",19.5251304,-99.1034421
"MEXICO","TLALNEPANTLA DE BAZ","E09433",113553,"GASOMER, S.A. DE C.V.","Via Gustavo Baz No. 4001","FRACCIONAMIENTO INDUSTRIAL SAN NICOLAS","54120","5-2709049","fgonzalez@rcalifornia.com.mx","22-Oct-08","S","S","S",26.9073832,-101.4087654
"MEXICO","TLALNEPANTLA DE BAZ","E10087",114207,"SERVICIO GASGET, S.A. DE C.V.","AV. GUSTAVO BAZ NO. 356","Tlalnemex","54070","5553628740","es10087@gasfar.com;marcoschalla@gasfar.com","1-Dec-09","S","S","S",19.5279075,-99.2082984
"MEXICO","TLALNEPANTLA DE BAZ","E10120",114240,"SERVICIO CUALIMEX, S.A. DE C.V.","CARRETERA MEXICO-QUERETARO NO. 2247","Plazas de la Colina","54080","5553657804","es10120@gasfar.com;marcoschalla@gasfar.com","30-Nov-09","S","S","S",19.4987116,-99.236625
"MEXICO","TLALNEPANTLA DE BAZ","E10203",114323,"SERVICIO EXPRESS AYUNTAMIENTO, S.A. DE C.V.","Av. Ayuntamiento No. 120","Tlalnepantla Centro","54000","53050587","ricardocontro_@hotmail.com","18-Jun-10","S","S","S",19.5395213,-99.1964395
"MEXICO","TLALNEPANTLA DE BAZ","E10965",115085,"COMPA$IA DE SERVICIOS EL RISCO S.A. DE C.V.","CARRETERA MEXICO-PACHUCA KM. 11.5","SAN JOSE IXHUATEPEC","54180","52623800","vruiz@hidrosina.com.mx","26-Jan-12","S","S","S",19.5232489,-99.0835288
"MEXICO","TLALNEPANTLA DE BAZ","E11209",115329,"ADMINISTRADORA DE ACTIVOS Y SERVICIOS, S.A. DE C.V.","Alejandrina # 5 esq. Jesus Reyes heroles","La Joya Ixtacala","54160","55598467","adassasatelite@prodigy.net.mx;dimex@terra.com.mx","21-Aug-12","S","S","S",19.5276499,-99.1781383
"MEXICO","TLALNEPANTLA DE BAZ","J01092",1400188,"FLETES MEX, SA DE CV","SAN BUENAVENTURA NO. 8","San Rafael","54135","50398900","oscar_reyes@fletesmex.com.mx","17-Sep-96","N","N","S",19.2896903,-98.8848939
"MEXICO","TOLUCA","E00930",106560,"ADMINISTRADORA DE ESTACIONES DE SERVICIO, SA DE CV","AV. HIDALGO NO.508 Y JOSEFA ORTIZ DE DOMINGUEZ","CENTRO","50000","442 1956160 AL 63","infopemex@estacionesruta.com","17-Jun-98","S","S","N",19.2372947,-103.7199591
